Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8572934139, 2.29039155346;"{""type"": ""Point"", ""coordinates"": [2.290391553460649, 48.857293413870465, 0.0]}";684.0;58757.0;41210.0;141.0;CHAMP DE MARS-TOUR EIFFEL;CHAMP DE MARS-TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;3070.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-314;C;RER;RER C;2.0;803.0;SNCF;393058.0;1.0;0.0;647934.766;6862151.341
48.8142394455, 2.27448967218;"{""type"": ""Point"", ""coordinates"": [2.274489672177882, 48.81423944550172, 0.0]}";706.0;43111.0;41206.0;190.0;CLAMART;CLAMART;CLAMART;2752.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-287;N;TRAIN;LIGNE N;1.0;852.0;SNCF;391565.0;1.0;0.0;646724.064;6857374.848
48.9919254925, 2.07449946383;"{""type"": ""Point"", ""coordinates"": [2.074499463834352, 48.99192549246806, 0.0]}";713.0;43114.0;411350.0;203.0;CONFLANS-FIN-D'OISE;CONFLANS-FIN-D'OISE;CONFLANS FIN D'OISE;2663.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-128;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381459.0;1.0;1.0;632270.492;6877285.666
48.6134279136, 2.4729336491;"{""type"": ""Point"", ""coordinates"": [2.472933649102297, 48.61342791358873, 0.0]}";715.0;43115.0;41336.0;207.0;CORBEIL-ESSONNES;CORBEIL-ESSONNES;CORBEIL ESSONNES;2885.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-205;D;RER;RER D;2.0;804.0;SNCF;681007.0;1.0;1.0;661146.991;6834933.312
48.9829797632, 1.80890782598;"{""type"": ""Point"", ""coordinates"": [1.808907825980358, 48.98297976317851, 0.0]}";717.0;43129.0;41152.0;321.0;GARGENVILLE;GARGENVILLE;GARGENVILLE;2672.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-118;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381566.0;1.0;0.0;612820.404;6876551.433
49.023161999, 2.46216896477;"{""type"": ""Point"", ""coordinates"": [2.462168964768089, 49.023161999024914, 0.0]}";723.0;47876.0;41099.0;333.0;GOUSSAINVILLE;GOUSSAINVILLE;GOUSSAINVILLE;2606.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-257;D;RER;RER D;2.0;804.0;SNCF;276246.0;1.0;0.0;660663.788;6880496.533
48.6484891117, 2.43533053155;"{""type"": ""Point"", ""coordinates"": [2.435330531548363, 48.64848911169394, 0.0]}";724.0;45860.0;41343.0;334.0;GRAND-BOURG;GRAND-BOURG;GRAND BOURG;2880.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-155;D;RER;RER D;2.0;804.0;SNCF;681353.0;1.0;0.0;658402.974;6838850.244
48.9843159621, 2.35340724587;"{""type"": ""Point"", ""coordinates"": [2.353407245869684, 48.984315962065935, 0.0]}";728.0;43133.0;411424.0;338.0;GROSLAY;GROSLAY;GROSLAY;3054.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-246;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276360.0;1.0;0.0;652673.895;6876236.264
48.8437202616, 2.46370803804;"{""type"": ""Point"", ""coordinates"": [2.463708038038903, 48.84372026160052, 0.0]}";730.0;47238.0;412810.0;289.0;FONTENAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;2415.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-342;A;RER;RER A;2.0;801.0;RATP;758128.0;1.0;0.0;660640.827;6860541.793
48.883734281, 2.52543425077;"{""type"": ""Point"", ""coordinates"": [2.525434250765843, 48.88373428097723, 0.0]}";734.0;43044.0;41015.0;298.0;GAGNY;GAGNY;GAGNY;2935.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-366;E;RER;RER E;2.0;805.0;SNCF;113514.0;1.0;0.0;665197.678;6864962.104
48.8104024644, 1.76505675656;"{""type"": ""Point"", ""coordinates"": [1.765056756557643, 48.810402464358575, 0.0]}";735.0;47903.0;41235.0;303.0;GARANCIÈRES-LA QUEUE;GARANCIERES-LA QUEUE;GARANCIERES LA QUEUE;2774.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-104;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393439.0;1.0;0.0;609310.951;6857412.645
48.8715031037, 2.09654825276;"{""type"": ""Point"", ""coordinates"": [2.096548252755343, 48.87150310365913, 0.0]}";737.0;43248.0;41185.0;517.0;MARLY-LE-ROI;MARLY-LE-ROI;MARLY-LE-ROI;2721.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-143;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382465.0;1.0;0.0;633730.77;6863876.566
48.9960988426, 2.25965561906;"{""type"": ""Point"", ""coordinates"": [2.259655619057618, 48.99609884257494, 0.0]}";739.0;46482.0;41117.0;339.0;GROS-NOYER-SAINT-PRIX;GROS-NOYER-SAINT-PRIX;GROS NOYER SAINT-PRIX;3073.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-235;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276592.0;1.0;0.0;645824.4;6877606.829
48.9803775554, 2.27003542627;"{""type"": ""Point"", ""coordinates"": [2.270035426270526, 48.98037755541248, 0.0]}";746.0;47898.0;41085.0;997.0;ERMONT-EAUBONNE;ERMONT-EAUBONNE;ERMONT EAUBONNE;2503.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_J;TRAIN_J;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-223;J;TRAIN;LIGNE J;1.0;854.0;SNCF;276055.0;1.0;1.0;646567.771;6875851.492
48.9030729142, 2.81024822073;"{""type"": ""Point"", ""coordinates"": [2.810248220733339, 48.903072914208664, 0.0]}";748.0;47322.0;41052.0;267.0;ESBLY;ESBLY;ESBLY;2990.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_P;TRAIN_P;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-14;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116327.0;1.0;1.0;686089.633;6867024.668
48.416377033, 2.72666153173;"{""type"": ""Point"", ""coordinates"": [2.72666153173029, 48.41637703300349, 0.0]}";755.0;47911.0;41372.0;284.0;FONTAINEBLEAU-AVON;FONTAINEBLEAU-AVON;FONTAINEBLEAU-AVON;2867.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-59;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682211.0;1.0;1.0;679774.757;6812933.897
48.4872228755, 2.75115365838;"{""type"": ""Point"", ""coordinates"": [2.751153658380149, 48.487222875528246, 0.0]}";756.0;43123.0;41379.0;285.0;FONTAINE-LE-PORT;FONTAINE-LE-PORT;FONTAINE-LE-PORT;2907.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-55;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682427.0;1.0;0.0;681611.824;6820802.904
48.9984153932, 3.00795305575;"{""type"": ""Point"", ""coordinates"": [3.007953055749719, 48.99841539320162, 0.0]}";771.0;47484.0;41064.0;364.0;ISLES-ARMENTIÈRES-CONGIS;ISLES-ARMENTIERES-CONGIS;ISLES-ARMENTIERES-CONGIS;2993.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-17;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116616.0;1.0;0.0;700581.957;6877610.506
48.813989052, 2.39168697166;"{""type"": ""Point"", ""coordinates"": [2.391686971662538, 48.813989052009454, 0.0]}";775.0;46366.0;41315.0;369.0;IVRY-SUR-SEINE;IVRY-SUR-SEINE;IVRY-SUR-SEINE;2523.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-367;C;RER;RER C;2.0;803.0;SNCF;545301.0;1.0;0.0;655329.737;6857274.321
48.764776013, 2.16394708588;"{""type"": ""Point"", ""coordinates"": [2.163947085881832, 48.764776012952915, 0.0]}";778.0;43136.0;41240.0;380.0;JOUY-EN-JOSAS;JOUY-EN-JOSAS;JOUY-EN-JOSAS;2810.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-77;C;RER;RER C;2.0;803.0;SNCF;393512.0;1.0;0.0;638548.714;6851955.662
48.9922412813, 1.84513444487;"{""type"": ""Point"", ""coordinates"": [1.845134444868708, 48.992241281299954, 0.0]}";781.0;43137.0;41151.0;388.0;JUZIERS;JUZIERS;JUZIERS;2671.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-119;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381558.0;1.0;0.0;615486.81;6877541.894
48.9663265448, 2.31658207116;"{""type"": ""Point"", ""coordinates"": [2.3165820711557, 48.966326544842126, 0.0]}";782.0;46470.0;41074.0;390.0;LA BARRE-ORMESSON;LA BARRE-ORMESSON;LA BARRE ORMESSON;3068.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-244;H;TRAIN;LIGNE H;1.0;853.0;SNCF;271171.0;1.0;0.0;649961.299;6874258.487
48.8427199544, 2.13812505878;"{""type"": ""Point"", ""coordinates"": [2.138125058777295, 48.84271995435486, 0.0]}";784.0;47880.0;41182.0;391.0;LA CELLE-SAINT-CLOUD;LA CELLE-SAINT-CLOUD;LA CELLE-SAINT-CLOUD;2718.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-146;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382432.0;1.0;0.0;636745.42;6860642.122
48.9895025071, 1.70301613419;"{""type"": ""Point"", ""coordinates"": [1.703016134189666, 48.98950250713139, 0.0]}";791.0;43157.0;41150.0;937.0;MANTES-LA-JOLIE;MANTES-LA-JOLIE;MANTES LA JOLIE;2676.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_N;TRAIN_N;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-114;N;TRAIN;LIGNE N;1.0;852.0;SNCF;381509.0;1.0;1.0;605082.458;6877398.826
48.7349392965, 2.86895583008;"{""type"": ""Point"", ""coordinates"": [2.868955830083688, 48.73493929649145, 0.0]}";796.0;43247.0;41044.0;516.0;MARLES-EN-BRIE;MARLES-EN-BRIE;MARLES EN BRIE;2973.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-26;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116228.0;1.0;0.0;690362.354;6848320.953
48.8408434319, 2.5477751893;"{""type"": ""Point"", ""coordinates"": [2.547775189299494, 48.84084343185482, 0.0]}";797.0;43173.0;412823.0;598.0;NOISY-LE-GRAND-MONT D'EST;NOISY-LE-GRAND-MONT D'EST;NOISY-LE-GRAND MONT D'EST;2427.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-420;A;RER;RER A;2.0;801.0;RATP;758334.0;1.0;0.0;666808.72;6860183.294
48.5655938628, 2.29092446985;"{""type"": ""Point"", ""coordinates"": [2.290924469845003, 48.56559386282989, 0.0]}";798.0;43159.0;41303.0;518.0;MAROLLES-EN-HUREPOIX;MAROLLES-EN-HUREPOIX;MAROLLES-EN-HUREPOIX;2558.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-185;C;RER;RER C;2.0;803.0;SNCF;545186.0;1.0;0.0;647682.639;6829720.856
48.7347165868, 2.2734834644;"{""type"": ""Point"", ""coordinates"": [2.273483464396533, 48.734716586800225, 0.0]}";802.0;47940.0;41193.0;524.0;MASSY-VERRIÈRES;MASSY-VERRIERES;MASSY VERRIÈRES;2532.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-167;C;RER;RER C;2.0;803.0;SNCF;758789.0;1.0;0.0;646568.827;6848534.0
48.909305376, 1.85722753849;"{""type"": ""Point"", ""coordinates"": [1.857227538491884, 48.90930537597492, 0.0]}";803.0;46886.0;41159.0;526.0;MAULE;MAULE;MAULE;2781.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-93;N;TRAIN;LIGNE N;1.0;852.0;SNCF;381723.0;1.0;0.0;616238.25;6868307.129
48.5272433206, 2.65499028486;"{""type"": ""Point"", ""coordinates"": [2.654990284856376, 48.52724332056844, 0.0]}";806.0;47909.0;41361.0;531.0;MELUN;MELUN;MELUN;2904.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_R;TRAIN_R;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-49;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682005.0;1.0;1.0;674525.434;6825278.342
49.0580478127, 2.19124475918;"{""type"": ""Point"", ""coordinates"": [2.191244759177899, 49.05804781266543, 0.0]}";810.0;47582.0;41123.0;537.0;MÉRY-VAL D'OISE;MERY-VAL D'OISE;MÉRY VAL D'OISE;3079.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-241;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276667.0;1.0;0.0;640889.083;6884545.079
49.0057625368, 1.90178197858;"{""type"": ""Point"", ""coordinates"": [1.901781978581045, 49.005762536816036, 0.0]}";813.0;46897.0;41165.0;541.0;MEULAN-HARDRICOURT;MEULAN-HARDRICOURT;MEULAN-HARDRICOURT;2670.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-120;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381830.0;1.0;0.0;619652.921;6878986.299
48.9758587558, 2.64240630503;"{""type"": ""Point"", ""coordinates"": [2.642406305029859, 48.97585875582702, 0.0]}";815.0;43164.0;411402.0;551.0;MITRY-CLAYE;MITRY-CLAYE;MITRY-CLAYE;2488.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;RER_B;0;RER_B;0;0;0;0;A01857;;RER B;25.0;RER B-34;B;RER;RER B;2.0;802.0;SNCF;271528.0;1.0;1.0;673822.159;6875161.265
48.8921870764, 2.2370180564;"{""type"": ""Point"", ""coordinates"": [2.237018056395014, 48.8921870764495, 0.0]}";821.0;43536.0;40951.0;394.0;LA DÉFENSE-GRANDE ARCHE;LA DEFENSE-GRANDE ARCHE;LA DEFENSE GRANDE ARCHE;2711.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-390;L;TRAIN;LIGNE L;1.0;854.0;SNCF;788011.0;1.0;1.0;644056.266;6866067.741
48.4849573772, 2.35185842142;"{""type"": ""Point"", ""coordinates"": [2.351858421416974, 48.484957377176464, 0.0]}";822.0;43142.0;41351.0;396.0;LA FERTÉ-ALAIS;LA FERTE-ALAIS;LA FERTE-ALAIS;2887.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-213;D;RER;RER D;2.0;804.0;SNCF;681452.0;1.0;0.0;652104.815;6820718.664
48.9802635207, 2.18001238078;"{""type"": ""Point"", ""coordinates"": [2.180012380781707, 48.980263520717806, 0.0]}";824.0;43143.0;41168.0;398.0;LA FRETTE-MONTIGNY;LA FRETTE-MONTIGNY;LA FRETTE MONTIGNY;2660.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-226;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381871.0;1.0;0.0;639978.322;6875903.484
48.918113804, 2.36266560018;"{""type"": ""Point"", ""coordinates"": [2.362665600183825, 48.91811380397261, 0.0]}";829.0;43145.0;411369.0;404.0;LA PLAINE-STADE DE FRANCE;LA PLAINE-STADE DE FRANCE;LA PLAINE-STADE DE FRANCE;2479.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-400;B;RER;RER B;2.0;802.0;SNCF;278143.0;1.0;0.0;653292.107;6868869.007
48.5204035911, 2.25473970107;"{""type"": ""Point"", ""coordinates"": [2.254739701073405, 48.52040359106149, 0.0]}";835.0;43149.0;41301.0;424.0;LARDY;LARDY;LARDY;2560.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-187;C;RER;RER C;2.0;803.0;SNCF;545160.0;1.0;0.0;644965.501;6824722.074
48.9307395712, 2.42579142691;"{""type"": ""Point"", ""coordinates"": [2.425791426914742, 48.9307395712233, 0.0]}";836.0;43231.0;411408.0;427.0;LE BOURGET;LE BOURGET;LE BOURGET;2481.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-402;B;RER;RER B;2.0;802.0;SNCF;271395.0;1.0;0.0;657928.49;6870237.488
48.5387752566, 2.62552215507;"{""type"": ""Point"", ""coordinates"": [2.625522155066302, 48.538775256627815, 0.0]}";839.0;45784.0;41369.0;430.0;LE MÉE;LE MEE;LE MEE-SUR-SEINE;2864.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-52;D;RER;RER D;2.0;804.0;SNCF;682179.0;1.0;0.0;672355.684;6826570.182
48.9310542278, 2.26060231561;"{""type"": ""Point"", ""coordinates"": [2.260602315611258, 48.93105422782214, 0.0]}";844.0;43236.0;41136.0;435.0;LE STADE;LE STADE;LE STADE;2656.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-397;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381095.0;1.0;0.0;645825.942;6870373.15
48.9926138816, 1.95547924753;"{""type"": ""Point"", ""coordinates"": [1.955479247534605, 48.992613881639144, 0.0]}";851.0;54249.0;41199.0;448.0;LES CLAIRIÈRES-DE-VERNEUIL;LES CLAIRIERES-DE-VERNEUIL;LES CLAIRIERES DE VERNEUIL;2706.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-133;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386664.0;1.0;0.0;623561.907;6877470.867
48.7450721669, 2.4175209779;"{""type"": ""Point"", ""coordinates"": [2.417520977896491, 48.745072166893884, 0.0]}";856.0;46298.0;41328.0;454.0;LES SAULES;LES SAULES;LES SAULES;2527.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-350;C;RER;RER C;2.0;803.0;SNCF;546226.0;1.0;0.0;657170.247;6849597.535
48.8231518558, 2.57983725527;"{""type"": ""Point"", ""coordinates"": [2.579837255273694, 48.82315185583908, 0.0]}";858.0;58288.0;41023.0;968.0;LES YVRIS-NOISY-LE-GRAND;LES YVRIS-NOISY-LE-GRAND;LES YVRIS NOISY-LE-GRAND;2938.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-419;E;RER;RER E;2.0;805.0;SNCF;113803.0;1.0;0.0;669151.442;6858203.151
48.8392193, 2.63321091342;"{""type"": ""Point"", ""coordinates"": [2.633210913417633, 48.83921929995164, 0.0]}";865.0;43152.0;412827.0;473.0;LOGNES;LOGNES;LOGNES;2430.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-6;A;RER;RER A;2.0;801.0;RATP;758367.0;1.0;0.0;673078.432;6859970.183
48.513754591, 3.25003498258;"{""type"": ""Point"", ""coordinates"": [3.250034982583049, 48.51375459097529, 0.0]}";867.0;47914.0;41040.0;475.0;LONGUEVILLE;LONGUEVILLE;LONGUEVILLE;2968.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-41;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116137.0;1.0;1.0;718466.669;6823752.474
48.8612145286, 2.12319109459;"{""type"": ""Point"", ""coordinates"": [2.123191094593192, 48.861214528593145, 0.0]}";868.0;58871.0;41184.0;480.0;LOUVECIENNES;LOUVECIENNES;LOUVECIENNES;2720.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-144;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382457.0;1.0;0.0;635672.269;6862710.558
48.7707219935, 2.31020545188;"{""type"": ""Point"", ""coordinates"": [2.310205451875209, 48.77072199351427, 0.0]}";879.0;43177.0;412831.0;622.0;PARC-DE-SCEAUX;PARC-DE-SCEAUX;PARC DE SCEAUX;2466.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-299;B;RER;RER B;2.0;802.0;RATP;758730.0;1.0;0.0;649304.421;6852512.881
49.1477195065, 2.27782319062;"{""type"": ""Point"", ""coordinates"": [2.277823190616864, 49.14771950649786, 0.0]}";882.0;43178.0;41105.0;637.0;PERSAN-BEAUMONT;PERSAN-BEAUMONT;PERSAN-BEAUMONT;3067.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_H;TRAIN_H;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-270;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276469.0;1.0;1.0;647308.019;6894456.673
48.8951258913, 2.19536398691;"{""type"": ""Point"", ""coordinates"": [2.195363986912902, 48.89512589133458, 0.0]}";883.0;43171.0;412798.0;580.0;NANTERRE-VILLE;NANTERRE-VILLE;NANTERRE VILLE;2405.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-387;A;RER;RER A;2.0;801.0;RATP;758045.0;1.0;0.0;641005.519;6866424.833
49.014133685, 2.07830659141;"{""type"": ""Point"", ""coordinates"": [2.078306591409993, 49.014133684983044, 0.0]}";890.0;47879.0;411321.0;940.0;NEUVILLE UNIVERSITÉ;NEUVILLE UNIVERSITE;NEUVILLE UNIVERSITE;2444.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-444;L;TRAIN;LIGNE L;1.0;854.0;SNCF;334480.0;1.0;0.0;632577.918;6879752.013
49.1234518541, 1.94933268165;"{""type"": ""Point"", ""coordinates"": [1.949332681649845, 49.123451854061294, 0.0]}";897.0;47949.0;41143.0;783.0;SANTEUIL-LE-PERCHAY;SANTEUIL-LE-PERCHAY;SANTEUIL LE PERCHAY;2686.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-283;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381186.0;1.0;0.0;623305.74;6892026.813
49.0191367398, 2.15466348564;"{""type"": ""Point"", ""coordinates"": [2.154663485640923, 49.01913673984224, 0.0]}";901.0;43180.0;41089.0;644.0;PIERRELAYE;PIERRELAYE;PIERRELAYE;3089.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-231;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276097.0;1.0;0.0;638169.176;6880245.881
49.0074232971, 2.19761981397;"{""type"": ""Point"", ""coordinates"": [2.197619813968745, 49.00742329713069, 0.0]}";905.0;43166.0;41088.0;558.0;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;3088.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-230;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276089.0;1.0;0.0;641297.802;6878910.501
49.0074232971, 2.19761981397;"{""type"": ""Point"", ""coordinates"": [2.197619813968745, 49.00742329713069, 0.0]}";906.0;43166.0;41088.0;559.0;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;2500.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-230;C;RER;RER C;2.0;803.0;SNCF;276089.0;1.0;0.0;641297.802;6878910.501
48.3785977679, 2.79930742793;"{""type"": ""Point"", ""coordinates"": [2.799307427933363, 48.37859776792507, 0.0]}";911.0;47130.0;41374.0;880.0;MORET-VENEUX-LES-SABLONS;MORET-VENEUX-LES-SABLONS;MORET-VENEUX-LES-SABLONS;2869.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-61;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682278.0;1.0;0.0;685139.388;6808718.507
48.5621248332, 3.01176932905;"{""type"": ""Point"", ""coordinates"": [3.011769329050154, 48.56212483320999, 0.0]}";917.0;47158.0;41037.0;576.0;NANGIS;NANGIS;NANGIS;2966.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-40;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116095.0;1.0;0.0;700868.44;6829100.375
